Factory,Value Stream,Stage/Product Line/SL,Component,Path,Create Date
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200423.000,2020-04-23,2.36837
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200604.000,2020-06-04,2.253374
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200605.000,2020-06-05,2.250636
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200625.000,2020-06-25,2.195876
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200714.000,2020-07-14,2.143854
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200820.000,2020-08-20,2.042548
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200827.000,2020-08-27,2.023382
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200828.000,2020-08-28,2.020644
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201121.000,2020-11-21,1.787914
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201130.000,2020-11-30,1.763272
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201201.000,2020-12-01,1.760534
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201202.000,2020-12-02,1.757796
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201203.000,2020-12-03,1.755058
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201204.000,2020-12-04,1.75232
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201205.000,2020-12-05,1.749582
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201216.000,2020-12-16,1.7194639999999999
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201218.000,2020-12-18,1.713988
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201223.000,2020-12-23,1.700298
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210112.000,2021-01-12,1.645538
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210120.000,2021-01-20,1.623634
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210127.000,2021-01-27,1.604468
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210218.000,2021-02-18,1.544232
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210219.000,2021-02-19,1.541494
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210312.000,2021-03-12,1.483996
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210313.000,2021-03-13,1.481258
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210415.000,2021-04-15,1.390904
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210423.000,2021-04-23,1.369
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210424.000,2021-04-24,1.366262
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210428.000,2021-04-28,1.35531
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210429.000,2021-04-29,1.3525719999999999
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210430.000,2021-04-30,1.349834
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210504.000,2021-05-04,1.338882
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210505.000,2021-05-05,1.336144
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210511.000,2021-05-11,1.319716
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210513.000,2021-05-13,1.31424
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210521.000,2021-05-21,1.292336
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210527.000,2021-05-27,1.275908
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210716.000,2021-07-16,1.139008
BaP,HDEV6,/13_Long/SL02/420/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210902.000,2021-09-02,1.007584
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B120A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B120A741/ARCHIVE/Staeubli_controller/20181204.000,2018-12-04,3.753798
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B120A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B120A741/ARCHIVE/Staeubli_controller/20190712.000,2019-07-12,3.151438
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B120A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B120A741/ARCHIVE/Staeubli_controller/20190712.001,2019-07-12,3.151438
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B120A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B120A741/ARCHIVE/Staeubli_controller/20210427.001,2021-04-27,1.358048
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B160A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B160A741/ARCHIVE/Staeubli_controller/20181008.000,2018-10-08,3.909864
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B160A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B160A741/ARCHIVE/Staeubli_controller/20190305.000,2019-03-05,3.50464
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B160A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B160A741/ARCHIVE/Staeubli_controller/20190312.000,2019-03-12,3.485474
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B160A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B160A741/ARCHIVE/Staeubli_controller/20190821.000,2019-08-21,3.041918
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_B160A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_B160A741/ARCHIVE/Staeubli_controller/20210427.000,2021-04-27,1.358048
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20181008.000,2018-10-08,3.909864
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20181130.000,2018-11-30,3.76475
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190305.000,2019-03-05,3.50464
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190716.000,2019-07-16,3.140486
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190716.001,2019-07-16,3.140486
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190724.000,2019-07-24,3.118582
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190821.000,2019-08-21,3.041918
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190917.000,2019-09-17,2.967992
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190917.001,2019-09-17,2.967992
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20190924.000,2019-09-24,2.948826
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20191001.000,2019-10-01,2.92966
BaP,HDEV6,/13_Long/SL02/420/Staubli_CS8_C140A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/13_Long/SL02/420/Staubli_CS8_C140A741/ARCHIVE/Staeubli_controller/20210202.000,2021-02-02,1.58804
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190219.000,2019-02-19,3.542972
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190409.000,2019-04-09,3.40881
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190425.000,2019-04-25,3.365002
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190529.000,2019-05-29,3.27191
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190531.000,2019-05-31,3.266434
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190606.000,2019-06-06,3.250006
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190612.000,2019-06-12,3.233578
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190613.000,2019-06-13,3.23084
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190613.001,2019-06-13,3.23084
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190704.000,2019-07-04,3.173342
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190704.001,2019-07-04,3.173342
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190813.000,2019-08-13,3.063822
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190815.000,2019-08-15,3.058346
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190818.000,2019-08-18,3.050132
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190819.000,2019-08-19,3.047394
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190821.000,2019-08-21,3.041918
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190920.000,2019-09-20,2.959778
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20190926.000,2019-09-26,2.94335
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20191001.000,2019-10-01,2.92966
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20191018.000,2019-10-18,2.883114
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20200304.000,2020-03-04,2.50527
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20200305.000,2020-03-05,2.502532
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20200320.000,2020-03-20,2.461462
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20200415.000,2020-04-15,2.390274
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20200416.000,2020-04-16,2.387536
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20201014.000,2020-10-14,1.891958
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20210112.000,2021-01-12,1.645538
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20210115.000,2021-01-15,1.637324
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20210122.000,2021-01-22,1.618158
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20210407.000,2021-04-07,1.412808
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20210512.000,2021-05-12,1.316978
BaP,HDEV6,/13_Long/SL11/260/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/260/OPCON_000A620/ARCHIVE/PLC_000A620/20210902.000,2021-09-02,1.007584
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190219.000,2019-02-19,3.542972
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190429.000,2019-04-29,3.35405
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190429.001,2019-04-29,3.35405
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190429.002,2019-04-29,3.35405
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190624.000,2019-06-24,3.200722
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190626.000,2019-06-26,3.195246
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190627.000,2019-06-27,3.192508
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20190813.000,2019-08-13,3.063822
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20200305.000,2020-03-05,2.502532
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20200313.000,2020-03-13,2.480628
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20200320.000,2020-03-20,2.461462
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20200415.000,2020-04-15,2.390274
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20210128.000,2021-01-28,1.60173
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20210331.000,2021-03-31,1.431974
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20210421.000,2021-04-21,1.374476
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20210428.000,2021-04-28,1.35531
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20210512.000,2021-05-12,1.316978
BaP,HDEV6,/13_Long/SL11/355/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/355/ARCHIVE/PLC_000A620/20210609.000,2021-06-09,1.240314
BaP,HDEV6,/13_Long/SL11/360/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/360/OPCON_000A620/ARCHIVE/PLC_000A620/20190219.000,2019-02-19,3.542972
BaP,HDEV6,/13_Long/SL11/360/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/360/OPCON_000A620/ARCHIVE/PLC_000A620/20190626.000,2019-06-26,3.195246
BaP,HDEV6,/13_Long/SL11/360/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/360/OPCON_000A620/ARCHIVE/PLC_000A620/20190813.000,2019-08-13,3.063822
BaP,HDEV6,/13_Long/SL11/360/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/360/OPCON_000A620/ARCHIVE/PLC_000A620/20200415.000,2020-04-15,2.390274
BaP,HDEV6,/13_Long/SL11/360/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/360/OPCON_000A620/ARCHIVE/PLC_000A620/20210310.000,2021-03-10,1.489472
BaP,HDEV6,/13_Long/SL11/420/,E-Plan_M5096,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/420/ARCHIVE/E-Plan_M5096/20210414.000,2021-04-20,1.377214
BaP,HDEV6,/13_Long/SL11/420/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/420/ARCHIVE/PLC_000A620/20190219.000,2019-02-19,3.542972
BaP,HDEV6,/13_Long/SL11/420/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/420/ARCHIVE/PLC_000A620/20200109.000,2020-01-09,2.65586
BaP,HDEV6,/13_Long/SL11/420/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/420/ARCHIVE/PLC_000A620/20200129.000,2020-01-29,2.6011
BaP,HDEV6,/13_Long/SL11/420/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/420/ARCHIVE/PLC_000A620/20200218.000,2020-02-18,2.54634
BaP,HDEV6,/13_Long/SL11/420/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/13_Long/SL11/420/ARCHIVE/PLC_000A620/20200415.000,2020-04-15,2.390274
